0  -930.298  -111.872  19365  0  0
1  -492.566  -797.087  19365  0  0
2  886.709  -302.847  19365  0  0
3  97.9432  931.867  19365  0  0
4  -1288.78  -507.21  19365  0  0
5  -1001.88  -956.33  19365  0  0
6  -406.991  -1323.85  19365  0  0
7  123.024  -1379.57  19365  0  0
8  781.275  -1143.61  19365  0  0
9  1155.29  -763.962  19365  0  0
10  1381.22  -102.202  19365  0  0
11  1317.6  426.922  19365  0  0
12  941.084  1016.16  19365  0  0
13  487.731  1296.33  19365  0  0
14  -207.712  1369.34  19365  0  0
15  -709.413  1189.57  19365  0  0
16  -1200.1  691.371  19365  0  0
17  -1372.35  187.043  19365  0  0
18  -1915.12  219.739  19338.2  5.6926  173.454
19  -2457.26  0  19278  7.264  180
20  -2957.98  400.685  19203.4  8.8354  172.286
21  -3487.32  -402.594  19114.3  10.4068  186.585
22  -3446.27  668.364  19114.3  10.4068  169.024
23  -3507.9  134.461  19114.3  10.4068  177.805
24  -4455.5  -937.849  18893.1  13.5496  191.887
25  -2315.41  -3920.45  18893.1  13.5496  239.434
26  -1329.77  -4354.63  18893.1  13.5496  253.019
27  1329.77  -4354.63  18893.1  13.5496  286.981
28  2315.41  -3920.45  18893.1  13.5496  300.566
29  4455.5  -937.849  18893.1  13.5496  348.113
30  3699.36  2654.39  18893.1  13.5496  35.6604
31  2972.39  3449.05  18893.1  13.5496  49.2453
32  538.514  4521.18  18893.1  13.5496  83.2076
33  -538.514  4521.18  18893.1  13.5496  96.7925
34  -2972.39  3449.05  18893.1  13.5496  130.755
35  -3699.36  2654.39  18893.1  13.5496  144.34
36  -5067.73  -134.953  18761.1  15.121  181.525
37  -4924.69  -1203.13  18761.1  15.121  193.729
38  4924.69  -1203.13  18761.1  15.121  346.271
39  5067.73  -134.953  18761.1  15.121  358.475
40  4981.74  939.326  18761.1  15.121  10.678
41  4670.61  1971.15  18761.1  15.121  22.8814
42  4148.41  2913.9  18761.1  15.121  35.0847
43  3438.72  3724.96  18761.1  15.121  47.2881
44  2573.62  4367.67  18761.1  15.121  59.4915
45  1592.22  4813  18761.1  15.121  71.6949
46  538.857  5040.81  18761.1  15.121  83.8983
47  -538.858  5040.81  18761.1  15.121  96.1017
48  -1592.22  4813  18761.1  15.121  108.305
49  -2573.62  4367.67  18761.1  15.121  120.508
50  -3438.72  3724.96  18761.1  15.121  132.712
51  -4148.41  2913.9  18761.1  15.121  144.915
52  -4670.61  1971.15  18761.1  15.121  157.119
53  -4981.74  939.326  18761.1  15.121  169.322
54  -4435.41  -3389.24  18615.1  16.6924  217.385
55  -3701.62  -4178.26  18615.1  16.6924  228.462
56  -2829.9  -4811.6  18615.1  16.6924  239.538
57  -1852.74  -5265.66  18615.1  16.6924  250.615
58  1852.74  -5265.66  18615.1  16.6924  289.385
59  2829.9  -4811.6  18615.1  16.6924  300.462
60  3701.62  -4178.26  18615.1  16.6924  311.538
61  4435.41  -3389.24  18615.1  16.6924  322.615
62  5580.47  134.884  18615.1  16.6924  1.3846
63  5450.59  1204.53  18615.1  16.6924  12.4615
64  5117.63  2229.29  18615.1  16.6924  23.5385
65  4593.98  3170.99  18615.1  16.6924  34.6154
66  1596.18  5349.02  18615.1  16.6924  73.3846
67  538.75  5556.04  18615.1  16.6924  84.4615
68  -538.75  5556.04  18615.1  16.6924  95.5385
69  -1596.18  5349.02  18615.1  16.6924  106.615
70  -4593.98  3170.99  18615.1  16.6924  145.385
71  -5117.63  2229.29  18615.1  16.6924  156.462
72  -5450.59  1204.53  18615.1  16.6924  167.538
73  -5580.47  134.885  18615.1  16.6924  178.615
74  -5539.92  -2530.45  18455  18.2638  204.549
75  -5007.85  -3466.32  18455  18.2638  214.69
76  -3041.35  -5276.75  18455  18.2638  240.042
77  -2064.77  -5729.8  18455  18.2638  250.183
78  587.472  -6062.08  18455  18.2638  275.535
79  1645.63  -5863.94  18455  18.2638  285.676
80  3997.97  -4594.58  18455  18.2638  311.028
81  5063.42  -3384.62  18455  18.2638  326.239
82  5922.72  -1419.61  18455  18.2638  346.521
83  5646.43  2282.92  18455  18.2638  22.0141
84  4849.62  3684.44  18455  18.2638  37.2253
85  3271.78  5137.06  18455  18.2638  57.507
86  2804.96  5406.12  18455  18.2638  62.5775
87  1809.3  5815.53  18455  18.2638  72.7183
88  -855.043  6030.16  18455  18.2638  98.0704
89  -4197.29  4413.24  18455  18.2638  133.563
90  -4908.75  3605.28  18455  18.2638  143.704
91  -5979.72  1156.24  18455  18.2638  169.056
92  -6089.88  85.336  18455  18.2638  179.197
93  -6044.81  -2443.99  18307.6  19.6032  202.014
94  -5191.78  -3944.4  18307.6  19.6032  217.225
95  -4416.19  -4796.89  18307.6  19.6032  227.366
96  -3502.62  -5499.5  18307.6  19.6032  237.507
97  -3002.87  -5787.54  18307.6  19.6032  242.577
98  -1936.95  -6225.84  18307.6  19.6032  252.718
99  -810.517  -6469.61  18307.6  19.6032  262.859
100  915.37  -6455.61  18307.6  19.6032  278.07
101  2037.7  -6193.6  18307.6  19.6032  288.211
102  3096.36  -5738.06  18307.6  19.6032  298.352
103  5255.09  -3859.65  18307.6  19.6032  323.704
104  5852.56  -2874.1  18307.6  19.6032  333.845
105  6401.61  -1237.82  18307.6  19.6032  349.056
106  6519.55  -91.3571  18307.6  19.6032  359.197
107  6433.78  1057.96  18307.6  19.6032  9.338
108  5930.79  2708.98  18307.6  19.6032  24.5493
109  5361.17  3710.89  18307.6  19.6032  34.6901
110  4199.68  4987.53  18307.6  19.6032  49.9014
111  2210.44  6134.07  18307.6  19.6032  70.1831
112  523.551  6499.13  18307.6  19.6032  85.3944
